,aptID,Predicted_feats
31639,79520,low
31640,79525,low
31641,79526,low
31642,79527,low
31643,79529,low
31644,79530,low
31645,79532,low
31646,79534,low
31647,79536,low
31648,79539,low
31649,79540,low
31650,79545,low
31651,79547,low
31652,79548,low
31653,79550,low
31654,79552,low
31655,79555,low
31656,79556,low
31657,79557,low
31658,79564,low
31659,79570,low
31660,79574,low
31661,79580,low
31662,79581,low
31663,79585,low
31664,79587,medium
31665,79590,low
31666,79591,high
31667,79592,low
31668,79593,low
31669,79596,low
31670,79597,low
31671,79599,low
31672,79600,low
31673,79602,low
31674,79604,low
31675,79605,low
31676,79607,low
31677,79609,low
31678,79611,low
31679,79612,low
31680,79614,low
31681,79616,low
31682,79623,low
31683,79624,low
31684,79625,high
31685,79628,low
31686,79630,low
31687,79631,medium
31688,79634,low
31689,79636,low
31690,79639,medium
31691,79641,medium
31692,79646,low
31693,79647,low
31694,79648,low
31695,79650,low
31696,79653,low
31697,79654,low
31698,79658,low
31699,79661,low
31700,79664,low
31701,79665,low
31702,79668,low
31703,79669,medium
31704,79670,low
31705,79671,low
31706,79673,low
31707,79675,medium
31708,79677,low
31709,79680,low
31710,79683,low
31711,79686,medium
31712,79687,low
31713,79689,low
31714,79690,low
31715,79692,low
31716,79696,low
31717,79697,medium
31718,79698,low
31719,79701,low
31720,79702,low
31721,79703,low
31722,79705,low
31723,79710,low
31724,79711,low
31725,79712,low
31726,79715,low
31727,79717,low
31728,79720,low
31729,79723,low
31730,79724,low
31731,79726,low
31732,79729,low
31733,79730,low
31734,79731,medium
31735,79733,low
31736,79737,medium
31737,79738,low
31738,79739,low
31739,79742,low
31740,79743,low
31741,79746,low
31742,79754,low
31743,79755,low
31744,79756,low
31745,79757,low
31746,79758,low
31747,79759,low
31748,79761,low
31749,79762,low
31750,79764,low
31751,79766,low
31752,79768,low
31753,79769,low
31754,79772,low
31755,79773,low
31756,79774,low
31757,79775,low
31758,79782,low
31759,79783,low
31760,79785,low
31761,79789,low
31762,79790,low
31763,79791,low
31764,79792,low
31765,79793,low
31766,79794,low
31767,79797,low
31768,79798,low
31769,79800,low
31770,79801,low
31771,79804,low
31772,79809,low
31773,79810,low
31774,79812,medium
31775,79815,low
31776,79817,low
31777,79820,medium
31778,79821,low
31779,79824,low
31780,79827,low
31781,79828,low
31782,79836,low
31783,79837,low
31784,79853,low
31785,79854,low
31786,79855,low
31787,79857,low
31788,79859,low
31789,79860,low
31790,79861,low
31791,79864,low
31792,79866,low
31793,79867,low
31794,79868,low
31795,79877,low
31796,79878,medium
31797,79879,low
31798,79884,low
31799,79885,low
31800,79886,high
31801,79891,low
31802,79892,low
31803,79893,low
31804,79894,low
31805,79895,low
31806,79896,low
31807,79903,low
31808,79904,low
31809,79905,low
31810,79906,low
31811,79907,low
31812,79909,high
31813,79912,low
31814,79913,low
31815,79918,low
31816,79921,low
31817,79922,low
31818,79926,low
31819,79927,low
31820,79938,low
31821,79942,low
31822,79944,low
31823,79949,low
31824,79950,low
31825,79952,low
31826,79956,low
31827,79957,low
31828,79958,low
31829,79959,low
31830,79960,medium
31831,79964,low
31832,79965,low
31833,79967,low
31834,79970,low
31835,79971,low
31836,79973,low
31837,79976,low
31838,79977,low
31839,79978,low
31840,79981,low
31841,79982,medium
31842,79983,low
31843,79984,low
31844,79985,low
31845,79986,low
31846,79987,low
31847,79988,low
31848,79989,low
31849,79994,low
31850,79995,medium
31851,79997,low
31852,80001,low
31853,80002,low
31854,80003,low
31855,80004,low
31856,80005,low
31857,80006,low
31858,80008,low
31859,80009,low
31860,80011,low
31861,80012,low
31862,80014,low
31863,80015,low
31864,80019,low
31865,80021,low
31866,80023,low
31867,80025,low
31868,80026,low
31869,80028,low
31870,80030,low
31871,80034,low
31872,80035,low
31873,80036,low
31874,80038,low
31875,80042,low
31876,80046,low
31877,80049,low
31878,80050,low
31879,80052,low
31880,80053,low
31881,80055,low
31882,80057,low
31883,80059,low
31884,80060,low
31885,80061,low
31886,80062,low
31887,80074,high
31888,80081,low
31889,80082,low
31890,80088,low
31891,80091,low
31892,80095,low
31893,80097,low
31894,80098,low
31895,80105,low
31896,80106,low
31897,80110,low
31898,80111,low
31899,80116,low
31900,80119,high
31901,80124,low
31902,80129,low
31903,80131,low
31904,80133,low
31905,80134,low
31906,80136,low
31907,80137,low
31908,80139,low
31909,80143,low
31910,80150,low
31911,80153,low
31912,80154,low
31913,80156,low
31914,80164,low
31915,80169,low
31916,80170,low
31917,80176,low
31918,80177,low
31919,80182,low
31920,80185,low
31921,80192,low
31922,80198,medium
31923,80200,low
31924,80201,low
31925,80207,low
31926,80208,low
31927,80211,low
31928,80212,low
31929,80214,low
31930,80216,low
31931,80223,low
31932,80230,low
31933,80232,low
31934,80236,low
31935,80239,low
31936,80246,low
31937,80249,low
31938,80251,low
31939,80252,low
31940,80253,low
31941,80254,low
31942,80256,low
31943,80257,high
31944,80259,low
31945,80261,low
31946,80263,low
31947,80268,low
31948,80270,low
31949,80271,low
31950,80273,low
31951,80275,low
31952,80278,low
31953,80279,low
31954,80281,low
31955,80285,low
31956,80287,low
31957,80288,low
31958,80291,low
31959,80292,low
31960,80293,low
31961,80295,low
31962,80305,low
31963,80306,low
31964,80309,low
31965,80310,low
31966,80315,low
31967,80316,low
31968,80318,low
31969,80321,low
31970,80322,low
31971,80327,low
31972,80337,low
31973,80340,low
31974,80341,low
31975,80343,low
31976,80346,low
31977,80348,low
31978,80349,low
31979,80352,low
31980,80357,low
31981,80359,low
31982,80360,low
31983,80365,low
31984,80366,low
31985,80370,low
31986,80375,low
31987,80377,low
31988,80378,low
31989,80382,low
31990,80390,low
31991,80391,low
31992,80393,low
31993,80400,low
31994,80401,low
31995,80405,low
31996,80407,low
31997,80409,low
31998,80411,medium
31999,80413,low
32000,80415,high
32001,80418,low
32002,80420,low
32003,80425,low
32004,80428,low
32005,80429,medium
32006,80430,low
32007,80432,low
32008,80433,low
32009,80434,low
32010,80437,low
32011,80438,low
32012,80443,low
32013,80448,low
32014,80454,low
32015,80455,low
32016,80458,low
32017,80462,low
32018,80464,low
32019,80465,low
32020,80466,low
32021,80467,low
32022,80468,low
32023,80473,low
32024,80476,low
32025,80478,low
32026,80480,low
32027,80482,low
32028,80484,low
32029,80487,low
32030,80488,low
32031,80492,low
32032,80493,low
32033,80494,low
32034,80499,low
32035,80500,low
32036,80501,low
32037,80507,low
32038,80510,low
32039,80514,low
32040,80515,low
32041,80516,low
32042,80517,low
32043,80519,low
32044,80525,low
32045,80530,low
32046,80531,low
32047,80533,low
32048,80536,low
32049,80537,medium
32050,80538,low
32051,80541,high
32052,80554,medium
32053,80559,low
32054,80564,low
32055,80566,low
32056,80567,low
32057,80569,low
32058,80570,low
32059,80572,low
32060,80573,low
32061,80574,low
32062,80578,low
32063,80579,low
32064,80586,low
32065,80587,medium
32066,80589,low
32067,80590,low
32068,80591,low
32069,80592,low
32070,80593,low
32071,80595,medium
32072,80596,low
32073,80598,low
32074,80600,low
32075,80603,low
32076,80606,low
32077,80607,low
32078,80608,low
32079,80610,low
32080,80611,low
32081,80612,low
32082,80614,low
32083,80616,medium
32084,80617,low
32085,80618,low
32086,80630,low
32087,80631,low
32088,80632,low
32089,80633,low
32090,80636,low
32091,80641,low
32092,80642,low
32093,80643,low
32094,80650,low
32095,80653,low
32096,80655,low
32097,80656,low
32098,80658,low
32099,80666,low
32100,80670,low
32101,80676,low
32102,80679,low
32103,80680,low
32104,80689,low
32105,80693,low
32106,80694,low
32107,80699,medium
32108,80700,low
32109,80701,low
32110,80704,low
32111,80706,low
32112,80709,low
32113,80710,low
32114,80713,low
32115,80715,low
32116,80716,low
32117,80720,low
32118,80722,low
32119,80723,low
32120,80725,low
32121,80726,low
32122,80730,medium
32123,80731,low
32124,80737,low
32125,80740,low
32126,80741,low
32127,80744,low
32128,80746,low
32129,80752,low
32130,80758,low
32131,80759,low
32132,80760,low
32133,80761,low
32134,80762,low
32135,80763,low
32136,80765,low
32137,80769,low
32138,80771,low
32139,80773,low
32140,80774,low
32141,80777,low
32142,80780,medium
32143,80783,low
32144,80785,low
32145,80786,medium
32146,80791,low
32147,80798,low
32148,80799,low
32149,80803,low
32150,80804,low
32151,80808,low
32152,80813,low
32153,80814,low
32154,80816,low
32155,80817,low
32156,80822,low
32157,80824,low
32158,80827,low
32159,80829,low
32160,80833,low
32161,80834,low
32162,80835,low
32163,80840,low
32164,80841,low
32165,80844,medium
32166,80845,low
32167,80847,low
32168,80849,low
32169,80850,low
32170,80851,low
32171,80854,low
32172,80855,low
32173,80858,low
32174,80860,low
32175,80861,low
32176,80863,low
32177,80864,low
32178,80865,low
32179,80866,low
32180,80867,low
32181,80868,medium
32182,80871,low
32183,80874,low
32184,80876,low
32185,80877,low
32186,80878,low
32187,80881,low
32188,80882,low
32189,80885,low
32190,80890,low
32191,80891,low
32192,80892,low
32193,80901,low
32194,80903,low
32195,80906,low
32196,80907,low
32197,80910,low
32198,80911,medium
32199,80915,low
32200,80916,low
32201,80917,low
32202,80920,low
32203,80923,low
32204,80924,medium
32205,80925,low
32206,80926,low
32207,80927,low
32208,80929,low
32209,80933,low
32210,80934,low
32211,80936,low
32212,80938,low
32213,80939,low
32214,80949,low
32215,80950,low
32216,80951,low
32217,80952,low
32218,80956,low
32219,80958,low
32220,80964,low
32221,80966,low
32222,80968,low
32223,80970,low
32224,80971,low
32225,80973,low
32226,80975,low
32227,80977,low
32228,80982,low
32229,80983,medium
32230,80986,medium
32231,80987,medium
32232,80990,low
32233,80994,low
32234,80996,low
32235,81000,low
32236,81002,low
32237,81008,low
32238,81009,low
32239,81015,low
32240,81019,low
32241,81021,medium
32242,81022,low
32243,81025,low
32244,81032,low
32245,81035,low
32246,81036,medium
32247,81038,low
32248,81040,low
32249,81042,low
32250,81044,low
32251,81045,low
32252,81052,medium
32253,81055,low
32254,81056,low
32255,81058,low
32256,81062,low
32257,81065,low
32258,81067,low
32259,81075,low
32260,81080,low
32261,81081,low
32262,81084,low
32263,81087,low
32264,81094,low
32265,81096,low
32266,81097,low
32267,81100,low
32268,81113,low
32269,81117,low
32270,81118,low
32271,81119,low
32272,81123,low
32273,81127,low
32274,81131,low
32275,81133,low
32276,81134,low
32277,81135,low
32278,81136,low
32279,81139,low
32280,81145,low
32281,81156,low
32282,81158,low
32283,81159,low
32284,81160,low
32285,81168,low
32286,81170,low
32287,81174,low
32288,81181,low
32289,81182,low
32290,81183,low
32291,81190,low
32292,81193,low
32293,81194,low
32294,81195,low
32295,81197,low
32296,81200,low
32297,81201,low
32298,81204,low
32299,81205,low
32300,81210,low
32301,81211,low
32302,81214,low
32303,81215,low
32304,81218,low
32305,81219,high
32306,81220,low
32307,81223,low
32308,81224,low
32309,81226,low
32310,81229,low
32311,81230,low
32312,81232,low
32313,81233,low
32314,81234,low
32315,81235,low
32316,81236,low
32317,81239,low
32318,81240,low
32319,81241,low
32320,81242,low
32321,81248,low
32322,81251,low
32323,81253,low
32324,81257,medium
32325,81261,low
32326,81263,low
32327,81264,low
32328,81265,low
32329,81268,low
32330,81270,low
32331,81271,low
32332,81272,low
32333,81277,low
32334,81279,low
32335,81282,low
32336,81283,low
32337,81292,low
32338,81293,low
32339,81294,low
32340,81298,low
32341,81303,low
32342,81304,low
32343,81309,low
32344,81310,low
32345,81312,low
32346,81313,low
32347,81318,low
32348,81319,low
32349,81320,low
32350,81323,low
32351,81324,low
32352,81325,low
32353,81326,low
32354,81331,low
32355,81333,low
32356,81334,low
32357,81337,low
32358,81339,low
32359,81348,medium
32360,81349,medium
32361,81350,low
32362,81352,low
32363,81356,low
32364,81357,low
32365,81360,low
32366,81361,low
32367,81362,low
32368,81365,low
32369,81367,low
32370,81373,low
32371,81375,low
32372,81376,low
32373,81377,low
32374,81380,low
32375,81382,low
32376,81386,low
32377,81387,low
32378,81388,low
32379,81390,low
32380,81391,low
32381,81392,low
32382,81393,low
32383,81394,low
32384,81395,low
32385,81397,low
32386,81398,low
32387,81399,low
32388,81404,low
32389,81405,low
32390,81406,low
32391,81407,low
32392,81408,low
32393,81411,low
32394,81413,low
32395,81415,low
32396,81417,low
32397,81418,low
32398,81420,low
32399,81421,low
32400,81422,low
32401,81423,low
32402,81424,low
32403,81430,low
32404,81436,low
32405,81451,low
32406,81455,low
32407,81465,low
32408,81466,low
32409,81467,low
32410,81468,low
32411,81470,low
32412,81472,low
32413,81474,low
32414,81477,low
32415,81480,low
32416,81489,low
32417,81490,low
32418,81492,low
32419,81494,low
32420,81495,low
32421,81500,low
32422,81502,low
32423,81507,low
32424,81508,low
32425,81509,low
32426,81514,low
32427,81523,low
32428,81529,low
32429,81532,medium
32430,81534,low
32431,81536,low
32432,81537,low
32433,81540,low
32434,81542,low
32435,81543,low
32436,81544,medium
32437,81545,low
32438,81547,high
32439,81548,low
32440,81550,medium
32441,81556,low
32442,81557,low
32443,81558,low
32444,81559,low
32445,81562,medium
32446,81564,low
32447,81565,low
32448,81566,low
32449,81570,low
32450,81576,low
32451,81579,low
32452,81581,low
32453,81583,low
32454,81585,low
32455,81586,high
32456,81588,low
32457,81589,low
32458,81592,low
32459,81593,low
32460,81594,low
32461,81596,low
32462,81597,low
32463,81599,low
32464,81601,low
32465,81603,low
32466,81605,low
32467,81607,low
32468,81608,low
32469,81610,low
32470,81611,low
32471,81612,low
32472,81615,low
32473,81617,low
32474,81619,medium
32475,81624,low
32476,81625,low
32477,81626,low
32478,81630,low
32479,81632,low
32480,81639,low
32481,81642,low
32482,81645,low
32483,81646,medium
32484,81647,low
32485,81648,low
32486,81649,low
32487,81651,low
32488,81653,low
32489,81654,low
32490,81655,low
32491,81657,low
32492,81658,low
32493,81660,low
32494,81662,low
32495,81668,low
32496,81670,low
32497,81672,medium
32498,81673,high
32499,81674,low
32500,81676,low
32501,81677,medium
32502,81680,medium
32503,81688,low
32504,81690,low
32505,81697,low
32506,81698,low
32507,81700,medium
32508,81702,low
32509,81703,low
32510,81705,low
32511,81707,low
32512,81708,low
32513,81709,low
32514,81711,low
32515,81713,low
32516,81714,low
32517,81715,low
32518,81717,low
32519,81718,high
32520,81719,low
32521,81721,low
32522,81725,low
32523,81726,low
32524,81728,low
32525,81729,low
32526,81732,low
32527,81734,low
32528,81735,low
32529,81739,low
32530,81741,low
32531,81742,medium
32532,81746,low
32533,81750,low
32534,81754,low
32535,81755,medium
32536,81756,low
32537,81760,high
32538,81764,low
32539,81767,low
32540,81768,low
32541,81769,low
32542,81770,low
32543,81772,low
32544,81781,low
32545,81783,low
32546,81788,low
32547,81791,low
32548,81792,low
32549,81794,low
32550,81795,low
32551,81802,low
32552,81803,low
32553,81804,low
32554,81805,low
32555,81807,low
32556,81809,low
32557,81811,low
32558,81813,low
32559,81814,low
32560,81815,medium
32561,81816,low
32562,81817,low
32563,81822,low
32564,81824,low
32565,81827,low
32566,81828,low
32567,81829,low
32568,81830,low
32569,81833,medium
32570,81834,low
32571,81836,low
32572,81839,low
32573,81840,low
32574,81855,low
32575,81859,low
32576,81865,low
32577,81867,low
32578,81871,low
32579,81872,low
32580,81873,low
32581,81874,low
32582,81876,medium
32583,81879,low
32584,81880,low
32585,81883,low
32586,81886,low
32587,81888,low
32588,81890,low
32589,81892,low
32590,81895,low
32591,81896,low
32592,81897,low
32593,81899,low
32594,81902,low
32595,81903,low
32596,81904,low
32597,81905,low
32598,81907,low
32599,81908,low
32600,81912,medium
32601,81916,low
32602,81919,low
32603,81920,low
32604,81921,low
32605,81922,low
32606,81926,low
32607,81927,low
32608,81928,low
32609,81929,low
32610,81930,low
32611,81931,low
32612,81935,low
32613,81936,low
32614,81943,medium
32615,81944,low
32616,81945,low
32617,81946,low
32618,81947,low
32619,81949,low
32620,81951,low
32621,81954,low
32622,81957,low
32623,81958,low
32624,81959,low
32625,81967,low
32626,81968,low
32627,81971,low
32628,81972,low
32629,81973,low
32630,81977,low
32631,81979,low
32632,81984,low
32633,81985,low
32634,81987,low
32635,81989,low
32636,81995,low
32637,81996,low
32638,81998,low
32639,82002,low
32640,82004,low
32641,82008,low
32642,82009,low
32643,82010,low
32644,82012,low
32645,82015,low
32646,82016,low
32647,82017,low
32648,82018,low
32649,82027,low
32650,82032,low
32651,82034,low
32652,82035,medium
32653,82036,low
32654,82037,low
32655,82038,low
32656,82040,low
32657,82041,low
32658,82043,low
32659,82045,low
32660,82047,low
32661,82048,low
32662,82054,low
32663,82056,low
32664,82061,low
32665,82065,low
32666,82066,low
32667,82074,low
32668,82076,low
32669,82078,low
32670,82080,low
32671,82081,low
32672,82082,low
32673,82083,low
32674,82087,low
32675,82091,low
32676,82092,low
32677,82098,low
32678,82099,low
32679,82100,low
32680,82103,medium
32681,82104,low
32682,82111,low
32683,82114,low
32684,82115,low
32685,82116,low
32686,82122,low
32687,82124,low
32688,82125,low
32689,82128,low
32690,82129,low
32691,82130,low
32692,82133,low
32693,82135,low
32694,82138,low
32695,82141,low
32696,82143,low
32697,82150,low
32698,82154,low
32699,82156,low
32700,82158,low
32701,82159,low
32702,82162,low
32703,82165,medium
32704,82166,low
32705,82167,low
32706,82170,low
32707,82171,low
32708,82172,low
32709,82176,low
32710,82181,low
32711,82182,low
32712,82183,low
32713,82184,low
32714,82190,low
32715,82194,low
32716,82198,low
32717,82200,low
32718,82204,low
32719,82205,low
32720,82207,low
32721,82213,low
32722,82217,low
32723,82225,low
32724,82226,low
32725,82227,low
32726,82230,low
32727,82234,low
32728,82236,low
32729,82238,low
32730,82241,low
32731,82243,low
32732,82244,low
32733,82246,low
32734,82248,low
32735,82253,low
32736,82255,low
32737,82259,low
32738,82261,low
32739,82262,low
32740,82264,low
32741,82266,low
32742,82269,low
32743,82270,low
32744,82273,low
32745,82274,low
32746,82276,low
32747,82277,low
32748,82281,low
32749,82283,low
32750,82284,low
32751,82293,medium
32752,82294,low
32753,82296,low
32754,82299,low
32755,82302,low
32756,82304,low
32757,82306,low
32758,82307,low
32759,82308,low
32760,82312,low
32761,82313,low
32762,82317,low
32763,82318,low
32764,82321,low
32765,82322,low
32766,82328,low
32767,82330,medium
32768,82333,low
32769,82334,low
32770,82336,low
32771,82339,low
32772,82340,low
32773,82342,low
32774,82344,low
32775,82350,low
32776,82352,low
32777,82353,low
32778,82354,low
32779,82361,low
32780,82362,low
32781,82363,low
32782,82364,low
32783,82366,low
32784,82367,low
32785,82368,low
32786,82371,low
32787,82372,low
32788,82374,low
32789,82378,low
32790,82387,low
32791,82388,medium
32792,82389,low
32793,82395,low
32794,82396,low
32795,82397,low
32796,82399,low
32797,82403,low
32798,82407,high
32799,82408,low
32800,82409,low
32801,82411,low
32802,82413,low
32803,82417,low
32804,82418,low
32805,82421,low
32806,82423,low
32807,82428,medium
32808,82433,low
32809,82435,low
32810,82436,low
32811,82439,low
32812,82440,medium
32813,82441,low
32814,82446,low
32815,82448,low
32816,82449,low
32817,82451,low
32818,82452,medium
32819,82455,low
32820,82457,low
32821,82458,low
32822,82465,low
32823,82466,low
32824,82468,low
32825,82469,low
32826,82470,low
32827,82471,low
32828,82472,low
32829,82475,low
32830,82477,low
32831,82478,low
32832,82479,low
32833,82480,low
32834,82483,low
32835,82485,low
32836,82486,low
32837,82490,low
32838,82491,low
32839,82496,low
32840,82497,low
32841,82498,low
32842,82500,medium
32843,82504,low
32844,82505,low
32845,82506,low
32846,82507,low
32847,82509,low
32848,82511,high
32849,82514,low
32850,82515,low
32851,82516,low
32852,82517,low
32853,82521,low
32854,82523,low
32855,82524,low
32856,82525,low
32857,82527,low
32858,82529,low
32859,82533,low
32860,82539,medium
32861,82540,low
32862,82546,low
32863,82547,low
32864,82550,low
32865,82551,low
32866,82555,low
32867,82558,low
32868,82559,low
32869,82560,low
32870,82562,low
32871,82564,low
32872,82565,low
32873,82566,low
32874,82567,low
32875,82569,low
32876,82573,low
32877,82575,low
32878,82576,medium
32879,82577,medium
32880,82585,low
32881,82590,low
32882,82591,low
32883,82593,low
32884,82594,low
32885,82598,low
32886,82599,low
32887,82600,low
32888,82601,low
32889,82602,low
32890,82610,low
32891,82611,low
32892,82612,low
32893,82615,low
32894,82618,low
32895,82621,low
32896,82623,low
32897,82626,low
32898,82629,low
32899,82633,low
32900,82637,medium
32901,82638,low
32902,82639,medium
32903,82640,low
32904,82641,low
32905,82645,low
32906,82646,low
32907,82648,low
32908,82649,medium
32909,82650,low
32910,82653,low
32911,82654,low
32912,82655,low
32913,82659,low
32914,82663,low
32915,82667,medium
32916,82670,low
32917,82671,low
32918,82672,low
32919,82674,low
32920,82675,low
32921,82678,low
32922,82681,medium
32923,82682,low
32924,82683,low
32925,82684,low
32926,82688,low
32927,82689,low
32928,82693,low
32929,82694,low
32930,82696,low
32931,82699,low
32932,82700,low
32933,82701,low
32934,82704,low
32935,82709,low
32936,82712,low
32937,82713,low
32938,82715,low
32939,82718,high
32940,82720,low
32941,82722,low
32942,82724,low
32943,82725,low
32944,82728,low
32945,82730,low
32946,82731,low
32947,82734,low
32948,82736,low
32949,82737,low
32950,82739,low
32951,82741,low
32952,82743,low
32953,82747,low
32954,82752,low
32955,82755,low
32956,82759,medium
32957,82762,low
32958,82763,low
32959,82765,low
32960,82767,low
32961,82768,low
32962,82769,low
32963,82773,low
32964,82774,low
32965,82777,low
32966,82779,low
32967,82780,low
32968,82782,low
32969,82786,low
32970,82787,low
32971,82789,low
32972,82790,low
32973,82795,low
32974,82799,low
32975,82802,low
32976,82803,low
32977,82804,low
32978,82805,low
32979,82806,low
32980,82807,low
32981,82811,low
32982,82812,low
32983,82814,low
32984,82815,low
32985,82816,low
32986,82817,low
32987,82818,low
32988,82827,low
32989,82830,low
32990,82832,low
32991,82838,low
32992,82839,low
32993,82842,low
32994,82843,medium
32995,82845,low
32996,82846,low
32997,82847,low
32998,82848,low
32999,82851,low
33000,82852,low
33001,82854,low
33002,82855,medium
33003,82857,medium
33004,82858,low
33005,82859,high
33006,82860,low
33007,82861,low
33008,82866,low
33009,82868,low
33010,82869,low
33011,82870,low
33012,82876,low
33013,82884,low
33014,82885,low
33015,82887,low
33016,82889,low
33017,82895,low
33018,82898,low
33019,82899,low
33020,82903,low
33021,82904,low
33022,82908,low
33023,82917,low
33024,82918,medium
33025,82920,low
33026,82923,low
33027,82926,low
33028,82931,low
33029,82932,low
33030,82938,low
33031,82939,low
33032,82940,low
33033,82941,low
33034,82946,medium
33035,82953,low
33036,82957,low
33037,82959,low
33038,82960,low
33039,82961,low
33040,82962,low
33041,82966,medium
33042,82968,low
33043,82969,low
33044,82971,low
33045,82974,low
33046,82975,low
33047,82977,low
33048,82979,low
33049,82982,low
33050,82983,medium
33051,82986,low
33052,82990,low
33053,82993,low
33054,82994,low
33055,82996,low
33056,82997,low
33057,83000,low
33058,83001,low
33059,83004,low
33060,83005,low
33061,83006,low
33062,83008,low
33063,83009,low
33064,83011,low
33065,83012,low
33066,83013,low
33067,83015,low
33068,83017,low
33069,83019,low
33070,83022,low
33071,83023,low
33072,83024,low
33073,83025,low
33074,83029,low
33075,83033,low
33076,83034,low
33077,83036,low
33078,83038,low
33079,83044,low
33080,83050,low
33081,83054,low
33082,83055,low
33083,83059,low
33084,83061,low
33085,83062,low
33086,83063,low
33087,83066,low
33088,83069,low
33089,83070,low
33090,83073,low
33091,83075,low
33092,83077,low
33093,83078,medium
33094,83084,low
33095,83089,low
33096,83090,low
33097,83092,low
33098,83097,low
33099,83100,low
33100,83101,low
33101,83104,medium
33102,83109,low
33103,83110,low
33104,83112,low
33105,83113,low
33106,83114,low
33107,83116,medium
33108,83117,low
33109,83118,low
33110,83119,low
33111,83124,low
33112,83125,low
33113,83126,low
33114,83129,low
33115,83130,low
33116,83133,low
33117,83137,low
33118,83140,low
33119,83149,low
33120,83153,low
33121,83154,low
33122,83155,low
33123,83159,low
33124,83160,low
33125,83161,low
33126,83162,low
33127,83163,low
33128,83165,low
33129,83167,low
33130,83170,low
33131,83171,low
33132,83172,low
33133,83176,low
33134,83177,low
33135,83181,low
33136,83185,low
33137,83186,low
33138,83187,low
33139,83190,low
33140,83191,low
33141,83193,low
33142,83194,low
33143,83195,low
33144,83199,low
33145,83200,medium
33146,83201,medium
33147,83204,low
33148,83207,low
33149,83208,low
33150,83210,low
33151,83212,low
33152,83214,low
33153,83216,low
33154,83219,low
33155,83221,low
33156,83222,low
33157,83223,low
33158,83227,low
33159,83229,medium
33160,83230,low
33161,83235,low
33162,83236,low
33163,83237,low
33164,83241,low
33165,83242,low
33166,83245,low
33167,83247,low
33168,83249,medium
33169,83250,low
33170,83253,low
33171,83255,low
33172,83256,low
33173,83261,low
33174,83262,low
33175,83263,low
33176,83267,low
33177,83271,low
33178,83278,low
33179,83279,low
33180,83280,low
33181,83282,low
33182,83284,low
33183,83285,low
33184,83289,low
33185,83293,low
33186,83294,low
33187,83298,low
33188,83299,low
33189,83300,low
33190,83305,low
33191,83309,low
33192,83313,low
33193,83315,low
33194,83318,low
33195,83326,low
33196,83329,low
33197,83333,low
33198,83346,low
33199,83348,low
33200,83349,low
33201,83350,low
33202,83351,high
33203,83354,low
33204,83357,low
33205,83358,low
33206,83359,low
33207,83360,low
33208,83361,low
33209,83363,low
33210,83364,low
33211,83368,low
33212,83372,low
33213,83373,low
33214,83375,low
33215,83378,low
33216,83379,low
33217,83382,low
33218,83385,low
33219,83390,low
33220,83394,low
33221,83396,low
33222,83397,low
33223,83398,low
33224,83399,low
33225,83400,low
33226,83401,low
33227,83403,low
33228,83409,low
33229,83412,low
33230,83414,low
33231,83418,low
33232,83419,low
33233,83421,low
33234,83425,medium
33235,83429,medium
33236,83432,low
33237,83434,low
33238,83436,low
33239,83445,low
33240,83451,low
33241,83452,low
33242,83454,low
33243,83455,low
33244,83456,low
33245,83459,low
33246,83464,low
33247,83468,low
33248,83470,low
33249,83472,low
33250,83473,high
33251,83474,low
33252,83477,low
33253,83478,low
33254,83479,low
33255,83480,low
33256,83481,medium
33257,83482,low
33258,83483,low
33259,83484,low
33260,83485,low
33261,83487,low
33262,83489,low
33263,83494,low
33264,83497,medium
33265,83499,medium
33266,83500,low
33267,83501,low
33268,83503,low
33269,83509,low
33270,83511,medium
33271,83521,low
33272,83524,low
33273,83527,high
33274,83530,low
33275,83531,low
33276,83532,low
33277,83537,low
33278,83541,low
33279,83542,low
33280,83543,medium
33281,83545,low
33282,83548,low
33283,83549,medium
33284,83550,low
33285,83551,low
33286,83556,low
33287,83563,low
33288,83564,low
33289,83569,high
33290,83572,low
33291,83576,low
33292,83578,medium
33293,83580,low
33294,83581,low
33295,83585,low
33296,83588,low
33297,83593,low
33298,83594,low
33299,83595,low
33300,83596,low
33301,83601,medium
33302,83608,medium
33303,83611,low
33304,83618,low
33305,83620,low
33306,83625,low
33307,83628,low
33308,83629,low
33309,83631,medium
33310,83635,low
33311,83641,low
33312,83642,low
33313,83643,low
33314,83644,medium
33315,83645,low
33316,83649,low
33317,83653,low
33318,83655,low
33319,83658,low
33320,83659,medium
33321,83664,low
33322,83667,low
33323,83669,low
33324,83671,low
33325,83674,low
33326,83675,low
33327,83679,medium
33328,83680,low
33329,83685,low
33330,83686,low
33331,83688,low
33332,83690,low
33333,83692,low
33334,83694,low
33335,83695,low
33336,83696,low
33337,83699,low
33338,83700,low
33339,83702,low
33340,83704,low
33341,83705,low
33342,83708,low
33343,83712,medium
33344,83715,low
33345,83716,low
33346,83717,medium
33347,83720,low
33348,83721,low
33349,83725,medium
33350,83727,low
33351,83731,low
33352,83734,low
33353,83740,low
33354,83742,low
33355,83744,low
33356,83746,medium
33357,83747,low
33358,83748,low
33359,83749,low
33360,83752,low
33361,83753,low
33362,83754,low
33363,83761,low
33364,83763,low
33365,83766,low
33366,83769,low
33367,83772,low
33368,83773,medium
33369,83774,medium
33370,83777,low
33371,83778,low
33372,83779,low
