,aptID,interest_level,predOnDesc,pred_low,pred_high,pred_h_or_m,Predicted_feats
21122,53155,medium,medium,True,False,medium,low
21123,53156,medium,medium,True,False,medium,low
21124,53157,medium,medium,True,False,medium,low
21125,53158,low,medium,True,False,is_low,low
21126,53159,low,low,True,False,is_low,low
21127,53162,low,low,True,False,is_low,low
21128,53164,low,low,True,False,is_low,low
21129,53165,low,low,True,False,is_low,low
21130,53166,medium,medium,True,False,medium,low
21131,53167,low,low,True,False,is_low,low
21132,53169,medium,low,True,False,medium,low
21133,53170,low,low,True,False,is_low,low
21134,53173,low,low,True,False,is_low,low
21135,53176,low,low,True,False,is_low,low
21136,53182,medium,medium,False,False,medium,low
21137,53183,low,low,True,False,is_low,low
21138,53184,low,low,True,False,is_low,low
21139,53191,low,low,False,False,is_low,low
21140,53199,low,low,True,False,is_low,low
21141,53200,low,low,False,False,is_low,medium
21142,53203,low,low,True,False,is_low,low
21143,53204,low,low,True,False,is_low,low
21144,53214,low,high,True,False,is_low,low
21145,53218,low,medium,True,False,is_low,low
21146,53222,low,low,True,False,is_low,low
21147,53223,medium,low,False,True,high,high
21148,53224,low,low,False,False,is_low,medium
21149,53225,high,low,True,False,medium,low
21150,53230,low,low,True,False,is_low,low
21151,53231,low,low,True,False,is_low,low
21152,53234,medium,low,True,False,medium,low
21153,53235,low,low,False,False,is_low,medium
21154,53237,low,low,True,False,is_low,low
21155,53242,low,low,True,False,is_low,low
21156,53245,low,low,True,False,is_low,low
21157,53246,medium,low,True,False,medium,low
21158,53247,low,low,True,False,is_low,low
21159,53248,medium,low,True,False,medium,low
21160,53249,low,low,True,False,is_low,low
21161,53250,medium,medium,True,False,medium,low
21162,53254,low,low,True,False,is_low,low
21163,53256,low,low,True,False,is_low,low
21164,53261,low,low,True,False,is_low,low
21165,53262,low,low,True,False,is_low,low
21166,53264,medium,medium,True,False,medium,low
21167,53266,high,medium,True,False,medium,low
21168,53267,low,low,True,False,is_low,low
21169,53269,low,low,True,False,is_low,low
21170,53272,medium,medium,True,False,medium,low
21171,53273,medium,low,True,False,medium,low
21172,53276,medium,medium,False,False,medium,low
21173,53278,medium,low,True,False,medium,low
21174,53281,medium,medium,False,False,medium,medium
21175,53285,low,low,True,False,is_low,low
21176,53292,medium,low,True,False,medium,low
21177,53293,medium,low,True,False,medium,low
21178,53295,medium,low,True,False,medium,low
21179,53297,medium,low,True,False,medium,low
21180,53306,low,low,True,False,is_low,low
21181,53309,high,medium,True,False,medium,low
21182,53310,low,low,True,False,is_low,low
21183,53312,low,medium,True,False,is_low,low
21184,53317,low,low,True,False,is_low,low
21185,53319,medium,medium,False,False,medium,low
21186,53322,low,high,True,False,is_low,low
21187,53325,low,low,True,False,is_low,low
21188,53326,low,low,True,False,is_low,low
21189,53327,low,low,False,False,is_low,medium
21190,53328,low,low,True,False,is_low,low
21191,53330,low,medium,True,False,is_low,low
21192,53333,medium,medium,True,False,medium,low
21193,53335,low,low,True,False,is_low,low
21194,53338,low,low,True,False,is_low,low
21195,53340,low,low,True,False,is_low,low
21196,53341,low,low,True,False,is_low,low
21197,53342,low,low,True,False,is_low,low
21198,53355,low,low,True,False,is_low,low
21199,53358,low,low,True,False,is_low,low
21200,53360,medium,low,True,False,medium,low
21201,53361,low,low,True,False,is_low,low
21202,53368,low,low,True,False,is_low,low
21203,53369,medium,low,True,False,medium,low
21204,53371,low,low,True,False,is_low,low
21205,53379,low,low,True,False,is_low,low
21206,53385,medium,medium,True,False,medium,low
21207,53386,low,low,True,False,is_low,low
21208,53387,low,low,True,False,is_low,low
21209,53392,low,low,True,False,is_low,low
21210,53393,low,low,True,False,is_low,low
21211,53397,low,low,True,False,is_low,low
21212,53400,low,low,True,False,is_low,low
21213,53401,high,low,True,False,medium,low
21214,53403,low,low,True,False,is_low,low
21215,53404,low,low,True,False,is_low,low
21216,53405,medium,medium,True,False,medium,low
21217,53412,medium,medium,True,False,medium,low
21218,53413,low,low,True,False,is_low,low
21219,53416,low,low,True,False,is_low,low
21220,53417,high,high,True,False,medium,low
21221,53420,low,low,True,False,is_low,low
21222,53424,low,low,True,False,is_low,low
21223,53427,low,medium,True,False,is_low,low
21224,53430,medium,medium,True,False,medium,low
21225,53431,medium,low,True,False,medium,low
21226,53432,low,low,True,False,is_low,low
21227,53434,low,low,True,False,is_low,low
21228,53435,low,medium,True,False,is_low,low
21229,53438,low,low,True,False,is_low,low
21230,53443,low,low,True,False,is_low,low
21231,53445,high,low,True,False,medium,low
21232,53447,low,low,False,False,is_low,medium
21233,53448,medium,medium,False,False,medium,medium
21234,53452,low,low,True,False,is_low,low
21235,53454,high,medium,True,False,medium,low
21236,53455,medium,medium,False,True,high,high
21237,53456,low,medium,True,False,is_low,low
21238,53458,low,low,True,False,is_low,low
21239,53459,low,medium,True,False,is_low,low
21240,53460,low,medium,True,False,is_low,low
21241,53462,low,low,True,False,is_low,low
21242,53465,low,low,True,False,is_low,low
21243,53469,high,medium,True,False,medium,low
21244,53470,low,low,True,False,is_low,low
21245,53472,low,low,True,False,is_low,low
21246,53473,low,medium,True,False,is_low,low
21247,53475,medium,medium,False,False,medium,medium
21248,53476,low,high,False,True,is_low,high
21249,53478,low,low,True,False,is_low,low
21250,53483,low,low,True,False,is_low,low
21251,53486,low,low,False,False,is_low,medium
21252,53487,low,low,True,False,is_low,low
21253,53490,low,medium,False,False,is_low,medium
21254,53491,high,low,True,False,medium,low
21255,53493,high,low,False,False,medium,low
21256,53494,low,medium,True,False,is_low,low
21257,53496,low,low,True,False,is_low,low
21258,53503,high,low,False,False,high,high
21259,53504,low,high,False,False,is_low,low
21260,53506,medium,low,True,False,medium,low
21261,53508,low,low,True,False,is_low,low
21262,53509,low,medium,True,False,is_low,low
21263,53511,low,medium,True,False,is_low,low
21264,53513,low,low,True,False,is_low,low
21265,53519,low,low,True,False,is_low,low
21266,53522,low,low,True,False,is_low,low
21267,53523,low,low,True,False,is_low,low
21268,53527,low,low,True,False,is_low,low
21269,53535,low,low,True,False,is_low,low
21270,53537,low,low,True,False,is_low,low
21271,53542,low,low,True,False,is_low,low
21272,53543,high,low,False,False,medium,medium
21273,53548,high,low,True,False,medium,low
21274,53549,low,low,True,False,is_low,low
21275,53550,low,low,True,False,is_low,low
21276,53551,low,low,True,False,is_low,low
21277,53556,low,low,False,False,is_low,medium
21278,53557,medium,high,False,True,high,high
21279,53559,low,low,True,False,is_low,low
21280,53560,low,medium,False,False,is_low,medium
21281,53566,high,low,False,False,medium,low
21282,53568,low,low,True,False,is_low,low
21283,53571,medium,low,True,False,medium,low
21284,53578,low,low,True,False,is_low,low
21285,53579,low,medium,False,True,is_low,high
21286,53583,low,low,True,False,is_low,low
21287,53585,low,low,True,False,is_low,low
21288,53586,medium,low,True,False,medium,low
21289,53588,low,low,True,False,is_low,low
21290,53589,low,low,True,False,is_low,low
21291,53591,high,high,True,False,high,low
21292,53593,high,high,True,False,medium,low
21293,53594,low,low,True,False,is_low,low
21294,53596,medium,low,True,False,medium,low
21295,53597,low,low,True,False,is_low,low
21296,53603,medium,low,True,False,medium,low
21297,53604,medium,medium,True,False,medium,low
21298,53605,medium,medium,True,False,medium,low
21299,53606,medium,low,True,False,medium,low
21300,53609,low,medium,True,False,is_low,low
21301,53613,low,low,True,False,is_low,low
21302,53614,low,low,True,False,is_low,low
21303,53615,high,medium,False,False,medium,medium
21304,53616,medium,medium,True,False,medium,low
21305,53618,low,low,True,False,is_low,low
21306,53625,low,low,True,False,is_low,low
21307,53627,low,low,True,False,is_low,low
21308,53630,medium,medium,False,True,high,high
21309,53631,medium,high,True,False,medium,low
21310,53635,medium,medium,False,False,medium,low
21311,53636,low,low,True,False,is_low,low
21312,53639,medium,low,True,False,medium,low
21313,53640,medium,low,True,False,medium,low
21314,53642,low,low,True,False,is_low,low
21315,53643,low,low,True,False,is_low,low
21316,53644,low,low,True,False,is_low,low
21317,53645,low,low,True,False,is_low,low
21318,53646,medium,medium,True,False,medium,low
21319,53647,low,low,True,False,is_low,low
21320,53648,low,low,True,False,is_low,low
21321,53649,medium,low,True,False,medium,low
21322,53655,low,low,True,False,is_low,low
21323,53658,low,low,True,False,is_low,low
21324,53660,low,low,True,False,is_low,low
21325,53662,low,low,True,False,is_low,low
21326,53665,low,low,True,False,is_low,low
21327,53669,low,low,True,False,is_low,low
21328,53670,low,low,True,False,is_low,low
21329,53671,low,low,True,False,is_low,low
21330,53674,low,low,True,False,is_low,low
21331,53677,medium,low,True,False,medium,low
21332,53678,low,low,True,False,is_low,low
21333,53679,low,low,True,False,is_low,low
21334,53680,low,low,False,False,is_low,medium
21335,53685,high,low,False,False,medium,low
21336,53686,medium,medium,True,False,medium,low
21337,53687,low,low,True,False,is_low,low
21338,53688,medium,medium,True,False,medium,low
21339,53692,low,low,True,False,is_low,low
21340,53696,medium,medium,False,False,medium,low
21341,53700,low,medium,True,False,is_low,low
21342,53702,high,high,False,False,medium,low
21343,53703,low,low,True,False,is_low,low
21344,53710,medium,low,True,False,medium,low
21345,53711,medium,low,True,False,medium,low
21346,53713,low,medium,True,False,is_low,low
21347,53714,medium,medium,True,False,medium,low
21348,53715,low,low,True,False,is_low,low
21349,53716,low,low,True,False,is_low,low
21350,53719,low,low,True,False,is_low,low
21351,53722,low,medium,True,False,is_low,low
21352,53725,low,low,True,False,is_low,low
21353,53729,medium,high,False,False,medium,low
21354,53730,low,low,True,False,is_low,low
21355,53732,medium,low,True,False,medium,low
21356,53739,low,low,True,False,is_low,low
21357,53741,low,low,True,False,is_low,low
21358,53743,low,medium,True,False,is_low,low
21359,53746,low,low,True,False,is_low,low
21360,53748,low,medium,True,False,is_low,low
21361,53749,medium,low,False,False,medium,low
21362,53751,low,low,True,False,is_low,low
21363,53755,low,medium,True,False,is_low,low
21364,53756,low,low,True,False,is_low,low
21365,53760,medium,low,True,False,medium,low
21366,53761,high,medium,False,False,medium,low
21367,53766,low,low,True,False,is_low,low
21368,53768,low,low,True,False,is_low,low
21369,53774,low,low,True,False,is_low,low
21370,53777,high,low,False,False,medium,medium
21371,53781,low,low,False,False,is_low,low
21372,53783,low,low,True,False,is_low,low
21373,53786,medium,low,True,False,medium,low
21374,53791,low,low,False,False,is_low,medium
21375,53792,medium,medium,True,False,high,low
21376,53794,medium,low,True,False,medium,low
21377,53798,low,low,True,False,is_low,low
21378,53801,high,medium,False,False,medium,medium
21379,53804,low,low,True,False,is_low,low
21380,53806,low,low,True,False,is_low,low
21381,53808,low,medium,True,False,is_low,low
21382,53810,low,low,True,False,is_low,low
21383,53811,low,low,True,False,is_low,low
21384,53812,low,low,True,False,is_low,low
21385,53815,high,low,True,False,medium,low
21386,53816,low,low,True,False,is_low,low
21387,53821,low,low,True,False,is_low,low
21388,53823,low,medium,True,False,is_low,low
21389,53825,medium,high,False,False,medium,medium
21390,53827,low,low,True,False,is_low,low
21391,53828,low,low,True,False,is_low,low
21392,53831,low,low,True,False,is_low,low
21393,53833,medium,medium,True,False,medium,low
21394,53834,low,low,True,False,is_low,low
21395,53835,low,low,True,False,is_low,low
21396,53840,low,low,True,False,is_low,low
21397,53841,low,medium,False,False,is_low,medium
21398,53842,low,low,True,False,is_low,low
21399,53845,low,low,True,False,is_low,low
21400,53846,low,medium,True,False,is_low,low
21401,53851,low,low,True,False,is_low,low
21402,53858,low,low,True,False,is_low,low
21403,53859,low,low,True,False,is_low,low
21404,53862,low,low,True,False,is_low,low
21405,53866,low,low,True,False,is_low,low
21406,53868,medium,medium,True,False,medium,low
21407,53871,high,high,True,False,medium,low
21408,53873,medium,high,True,False,medium,low
21409,53877,low,low,True,False,is_low,low
21410,53878,low,medium,False,False,is_low,low
21411,53879,low,medium,True,False,is_low,low
21412,53880,medium,low,True,False,medium,low
21413,53885,low,low,True,False,is_low,low
21414,53888,low,low,True,False,is_low,low
21415,53889,low,low,True,False,is_low,low
21416,53893,medium,low,True,False,medium,low
21417,53894,medium,low,True,False,medium,low
21418,53896,medium,low,True,False,medium,low
21419,53899,low,low,True,False,is_low,low
21420,53906,medium,medium,True,False,medium,low
21421,53909,medium,low,True,False,medium,low
21422,53913,low,low,False,False,is_low,medium
21423,53915,low,low,True,False,is_low,low
21424,53916,low,low,True,False,is_low,low
21425,53918,low,low,True,False,is_low,low
21426,53922,low,low,True,False,is_low,low
21427,53923,low,low,True,False,is_low,low
21428,53924,low,low,True,False,is_low,low
21429,53925,low,medium,True,False,is_low,low
21430,53928,low,low,False,False,is_low,medium
21431,53931,low,low,False,False,is_low,medium
21432,53932,high,medium,True,False,medium,low
21433,53933,medium,medium,True,False,medium,low
21434,53937,low,low,True,False,is_low,low
21435,53938,medium,low,True,False,medium,low
21436,53944,low,low,True,False,is_low,low
21437,53945,medium,low,True,False,medium,low
21438,53947,high,low,True,False,medium,low
21439,53954,low,low,True,False,is_low,low
21440,53960,low,medium,True,False,is_low,low
21441,53961,low,low,True,False,is_low,low
21442,53963,low,low,True,False,is_low,low
21443,53966,medium,low,True,False,medium,low
21444,53967,medium,medium,True,False,medium,low
21445,53970,low,low,True,False,is_low,low
21446,53975,medium,low,True,False,medium,low
21447,53977,low,low,False,False,is_low,low
21448,53978,medium,low,True,False,medium,low
21449,53980,low,low,True,False,is_low,low
21450,53981,medium,medium,True,False,medium,low
21451,53986,low,low,True,False,is_low,low
21452,53990,low,low,True,False,is_low,low
21453,53991,low,low,True,False,is_low,low
21454,53993,low,low,False,False,is_low,medium
21455,53994,low,low,True,False,is_low,low
21456,53995,low,low,True,False,is_low,low
21457,53997,low,low,True,False,is_low,low
21458,53998,low,high,True,False,is_low,low
21459,53999,low,low,True,False,is_low,low
21460,54004,low,low,False,False,is_low,medium
21461,54007,medium,medium,True,False,medium,low
21462,54008,low,low,True,False,is_low,low
21463,54010,medium,medium,True,False,medium,low
21464,54011,medium,low,False,True,high,high
21465,54012,low,low,True,False,is_low,low
21466,54013,low,low,True,False,is_low,low
21467,54018,low,low,True,False,is_low,low
21468,54021,medium,low,True,False,medium,low
21469,54022,low,low,True,False,is_low,low
21470,54024,low,low,True,False,is_low,low
21471,54026,high,high,True,False,medium,low
21472,54027,medium,low,True,False,medium,low
21473,54028,medium,high,False,True,high,high
21474,54033,low,medium,True,False,is_low,low
21475,54034,high,high,True,False,medium,low
21476,54035,low,low,True,False,is_low,low
21477,54045,high,medium,True,False,medium,low
21478,54048,low,low,True,False,is_low,low
21479,54049,low,low,True,False,is_low,low
21480,54051,low,low,True,False,is_low,low
21481,54052,high,low,True,False,medium,low
21482,54054,low,low,False,False,is_low,low
21483,54055,low,low,True,False,is_low,low
21484,54057,medium,medium,True,False,medium,low
21485,54061,low,low,False,False,is_low,medium
21486,54062,medium,medium,True,False,medium,low
21487,54063,high,low,False,True,high,high
21488,54064,low,low,True,False,is_low,low
21489,54067,low,low,True,False,is_low,low
21490,54068,low,low,True,False,is_low,low
21491,54070,low,low,False,False,is_low,medium
21492,54075,low,low,True,False,is_low,low
21493,54076,low,low,True,False,is_low,low
21494,54079,low,low,True,False,is_low,low
21495,54083,low,low,True,False,is_low,low
21496,54084,low,low,True,False,is_low,low
21497,54086,low,low,True,False,is_low,low
21498,54089,low,low,False,False,is_low,medium
21499,54091,low,low,True,False,is_low,low
21500,54092,low,low,True,False,is_low,low
21501,54093,high,medium,False,False,medium,medium
21502,54096,low,low,True,False,is_low,low
21503,54097,high,low,True,False,medium,low
21504,54099,high,high,True,False,medium,low
21505,54104,low,low,True,False,is_low,low
21506,54107,medium,medium,True,False,medium,low
21507,54109,low,low,True,False,is_low,low
21508,54110,medium,medium,True,False,medium,low
21509,54113,low,low,True,False,is_low,low
21510,54116,low,low,False,False,is_low,low
21511,54125,low,low,True,False,is_low,low
21512,54127,low,low,True,False,is_low,low
21513,54129,low,low,True,False,is_low,low
21514,54133,low,medium,True,False,is_low,low
21515,54134,low,low,True,False,is_low,low
21516,54135,low,low,True,False,is_low,low
21517,54136,low,low,True,False,is_low,low
21518,54139,medium,high,False,True,high,high
21519,54140,medium,low,True,False,medium,low
21520,54143,low,medium,True,False,is_low,low
21521,54144,low,low,True,False,is_low,low
21522,54145,low,low,True,False,is_low,low
21523,54146,low,low,True,False,is_low,low
21524,54147,low,low,False,False,is_low,low
21525,54148,low,low,True,False,is_low,low
21526,54154,low,medium,True,False,is_low,low
21527,54157,medium,medium,True,False,medium,low
21528,54158,medium,low,True,False,medium,low
21529,54160,high,low,False,True,high,high
21530,54162,low,low,True,False,is_low,low
21531,54163,medium,low,True,False,medium,low
21532,54164,low,low,True,False,is_low,low
21533,54169,medium,low,True,False,medium,low
21534,54171,low,low,True,False,is_low,low
21535,54172,medium,medium,True,False,medium,low
21536,54175,medium,medium,True,False,medium,low
21537,54181,medium,low,True,False,medium,low
21538,54184,low,low,True,False,is_low,low
21539,54187,low,low,True,False,is_low,low
21540,54190,medium,medium,True,False,medium,low
21541,54193,low,low,False,False,is_low,medium
21542,54196,low,medium,True,False,is_low,low
21543,54201,low,low,True,False,is_low,low
21544,54205,low,low,True,True,is_low,high
21545,54208,low,low,True,False,is_low,low
21546,54210,low,low,False,False,is_low,low
21547,54211,low,low,True,False,is_low,low
21548,54212,low,low,True,False,is_low,low
21549,54215,low,low,True,False,is_low,low
21550,54216,low,low,True,False,is_low,low
21551,54221,medium,medium,True,False,medium,low
21552,54225,low,low,True,False,is_low,low
21553,54231,low,low,True,False,is_low,low
21554,54241,medium,medium,True,False,medium,low
21555,54243,low,low,True,False,is_low,low
21556,54244,medium,low,True,False,medium,low
21557,54249,low,low,True,False,is_low,low
21558,54250,low,low,True,False,is_low,low
21559,54259,low,low,True,False,is_low,low
21560,54260,medium,low,True,False,medium,low
21561,54262,low,low,True,False,is_low,low
21562,54264,low,low,True,False,is_low,low
21563,54265,low,low,True,False,is_low,low
21564,54266,low,low,True,False,is_low,low
21565,54268,medium,medium,True,False,medium,low
21566,54274,low,low,True,False,is_low,low
21567,54278,low,low,True,False,is_low,low
21568,54279,low,low,False,False,is_low,medium
21569,54281,low,low,True,False,is_low,low
21570,54284,low,low,True,False,is_low,low
21571,54285,low,low,True,False,is_low,low
21572,54286,low,low,True,False,is_low,low
21573,54287,low,low,True,False,is_low,low
21574,54288,low,low,True,False,is_low,low
21575,54289,high,low,True,False,medium,low
21576,54290,low,low,True,False,is_low,low
21577,54293,low,medium,True,False,is_low,low
21578,54305,low,high,True,False,is_low,low
21579,54306,medium,medium,True,False,medium,low
21580,54309,low,low,False,False,is_low,low
21581,54311,medium,low,True,False,medium,low
21582,54312,low,low,True,False,is_low,low
21583,54314,low,low,True,False,is_low,low
21584,54315,low,low,True,False,is_low,low
21585,54316,high,medium,True,False,medium,low
21586,54317,low,low,True,False,is_low,low
21587,54325,medium,medium,True,False,medium,low
21588,54327,low,low,True,False,is_low,low
21589,54328,low,low,True,False,is_low,low
21590,54329,low,low,True,False,is_low,low
21591,54331,medium,medium,False,False,medium,medium
21592,54332,medium,high,True,False,high,low
21593,54333,low,low,True,False,is_low,low
21594,54334,low,low,True,False,is_low,low
21595,54335,low,low,True,False,is_low,low
21596,54337,medium,medium,False,False,medium,medium
21597,54338,low,low,True,False,is_low,low
21598,54340,medium,low,True,False,medium,low
21599,54343,low,low,True,False,is_low,low
21600,54344,low,low,True,False,is_low,low
21601,54350,low,low,True,False,is_low,low
21602,54352,low,low,True,False,is_low,low
21603,54364,low,low,True,False,is_low,low
21604,54365,low,low,True,False,is_low,low
21605,54366,low,low,True,False,is_low,low
21606,54367,low,low,True,False,is_low,low
21607,54368,low,medium,True,False,is_low,low
21608,54369,low,low,True,False,is_low,low
21609,54370,low,low,True,False,is_low,low
21610,54372,low,low,True,False,is_low,low
21611,54373,medium,medium,True,False,medium,low
21612,54377,medium,medium,True,False,medium,low
21613,54378,low,low,True,False,is_low,low
21614,54380,low,medium,True,False,is_low,low
21615,54383,low,low,True,False,is_low,low
21616,54384,medium,high,True,False,medium,low
21617,54385,low,low,True,False,is_low,low
21618,54386,high,high,False,True,high,high
21619,54387,low,low,True,False,is_low,low
21620,54388,low,low,True,False,is_low,low
21621,54392,low,low,True,False,is_low,low
21622,54395,low,low,True,False,is_low,low
21623,54398,low,low,True,False,is_low,low
21624,54399,medium,low,True,False,medium,low
21625,54401,low,low,True,False,is_low,low
21626,54402,low,low,True,False,is_low,low
21627,54405,low,low,True,False,is_low,low
21628,54406,medium,low,True,False,medium,low
21629,54407,low,low,True,False,is_low,low
21630,54413,low,low,True,False,is_low,low
21631,54414,low,low,True,False,is_low,low
21632,54416,low,low,True,False,is_low,low
21633,54417,low,low,False,False,is_low,low
21634,54420,high,low,True,False,medium,low
21635,54421,low,low,True,False,is_low,low
21636,54423,low,low,True,False,is_low,low
21637,54434,low,low,True,False,is_low,medium
21638,54435,low,low,False,False,is_low,medium
21639,54436,medium,low,True,False,medium,low
21640,54437,low,low,True,False,is_low,low
21641,54438,low,low,True,False,is_low,low
21642,54440,low,low,True,False,is_low,low
21643,54441,low,low,True,False,is_low,low
21644,54445,low,low,True,False,is_low,low
21645,54446,low,low,True,False,is_low,low
21646,54447,low,medium,True,False,is_low,low
21647,54453,medium,medium,False,False,medium,medium
21648,54454,medium,low,True,False,medium,low
21649,54459,high,low,True,False,medium,low
21650,54463,low,low,True,False,is_low,low
21651,54466,low,low,True,False,is_low,low
21652,54467,low,low,True,False,is_low,low
21653,54468,low,low,True,False,is_low,low
21654,54469,low,low,True,False,is_low,low
21655,54472,high,low,True,False,medium,low
21656,54473,medium,medium,True,False,medium,low
21657,54476,low,low,True,False,is_low,low
21658,54477,low,low,True,False,is_low,low
21659,54479,low,low,True,False,is_low,low
21660,54484,medium,low,True,False,medium,low
21661,54485,low,low,True,False,is_low,low
21662,54487,low,medium,True,False,is_low,low
21663,54488,high,low,True,False,medium,low
21664,54489,medium,low,True,False,medium,low
21665,54492,low,low,True,False,is_low,low
21666,54493,high,low,False,False,medium,low
21667,54494,high,high,True,False,medium,low
21668,54503,low,low,True,False,is_low,low
21669,54506,low,low,True,False,is_low,low
21670,54509,low,low,True,False,is_low,low
21671,54510,high,low,False,True,high,high
21672,54513,medium,medium,True,False,medium,low
21673,54514,high,medium,True,False,medium,low
21674,54515,low,low,True,False,is_low,low
21675,54517,low,low,True,False,is_low,low
21676,54518,low,low,False,False,is_low,medium
21677,54522,low,medium,False,False,is_low,medium
21678,54523,medium,low,True,False,medium,low
21679,54525,low,low,False,True,is_low,medium
21680,54527,low,low,True,False,is_low,low
21681,54528,medium,low,True,False,medium,low
21682,54529,low,low,True,False,is_low,low
21683,54532,low,low,True,False,is_low,low
21684,54535,low,low,True,False,is_low,low
21685,54537,low,low,True,False,is_low,low
21686,54546,low,medium,True,False,is_low,low
21687,54548,medium,low,True,False,medium,low
21688,54551,low,low,True,False,is_low,low
21689,54553,low,low,True,False,is_low,low
21690,54557,low,low,True,False,is_low,low
21691,54560,low,low,True,False,is_low,low
21692,54562,low,low,True,False,is_low,low
21693,54564,low,low,True,False,is_low,low
21694,54565,low,low,True,False,is_low,low
21695,54567,low,medium,True,False,is_low,low
21696,54570,high,medium,False,False,medium,medium
21697,54571,low,low,True,False,is_low,low
21698,54572,low,low,True,False,is_low,low
21699,54574,high,medium,True,False,medium,low
21700,54577,medium,medium,False,False,medium,low
21701,54580,low,medium,True,False,is_low,low
21702,54581,medium,medium,True,False,medium,low
21703,54582,low,low,True,False,is_low,low
21704,54584,low,low,True,False,is_low,low
21705,54587,low,low,True,False,is_low,low
21706,54588,low,low,True,False,is_low,low
21707,54589,low,low,True,False,is_low,low
21708,54590,low,low,True,False,is_low,low
21709,54591,low,low,True,False,is_low,low
21710,54593,low,low,True,False,is_low,low
21711,54597,medium,low,True,False,medium,low
21712,54598,low,low,True,False,is_low,low
21713,54602,low,low,True,False,is_low,low
21714,54606,medium,medium,True,False,medium,low
21715,54610,medium,low,True,False,medium,low
21716,54611,low,low,True,False,is_low,low
21717,54613,medium,low,False,False,medium,low
21718,54616,low,low,True,False,is_low,low
21719,54617,medium,high,True,False,medium,low
21720,54618,low,low,True,False,is_low,low
21721,54625,low,low,True,False,is_low,low
21722,54629,low,low,True,False,is_low,low
21723,54630,low,medium,True,False,is_low,low
21724,54631,low,low,True,False,is_low,low
21725,54633,low,low,False,False,is_low,medium
21726,54634,low,low,True,False,is_low,low
21727,54635,medium,medium,True,False,medium,low
21728,54636,low,low,True,False,is_low,low
21729,54638,low,low,True,False,is_low,low
21730,54639,medium,medium,True,False,medium,low
21731,54640,medium,medium,False,False,medium,medium
21732,54644,low,low,True,False,is_low,low
21733,54648,high,low,True,False,medium,low
21734,54649,low,low,True,False,is_low,low
21735,54651,medium,low,True,False,medium,low
21736,54652,low,low,True,False,is_low,low
21737,54657,low,low,True,False,is_low,low
21738,54658,low,low,True,False,is_low,low
21739,54661,low,low,False,False,is_low,medium
21740,54663,high,low,False,False,medium,low
21741,54666,low,low,True,False,is_low,low
21742,54668,low,low,True,False,is_low,low
21743,54671,low,low,True,False,is_low,low
21744,54673,medium,low,False,False,medium,low
21745,54674,low,low,True,False,is_low,low
21746,54676,low,low,True,False,is_low,low
21747,54679,low,low,True,False,is_low,low
21748,54683,high,medium,True,False,medium,low
21749,54684,medium,low,True,False,medium,low
21750,54687,low,low,True,False,is_low,low
21751,54688,low,low,True,False,is_low,low
21752,54691,medium,low,True,False,medium,low
21753,54695,low,low,True,False,is_low,low
21754,54696,low,low,True,False,is_low,low
21755,54697,low,low,True,False,is_low,low
21756,54698,low,low,True,False,is_low,low
21757,54699,medium,low,True,False,medium,low
21758,54701,low,low,True,False,is_low,low
21759,54702,low,low,True,False,is_low,low
21760,54704,low,low,False,False,is_low,medium
21761,54708,low,low,True,False,is_low,low
21762,54713,low,low,True,False,is_low,low
21763,54721,low,low,True,False,is_low,low
21764,54722,low,low,True,False,is_low,low
21765,54727,low,low,True,False,is_low,low
21766,54734,low,low,True,False,is_low,low
21767,54736,low,low,True,False,is_low,low
21768,54737,low,low,True,False,is_low,low
21769,54738,low,low,False,False,is_low,low
21770,54739,low,medium,True,False,is_low,low
21771,54741,low,low,True,False,is_low,low
21772,54743,medium,medium,False,False,medium,medium
21773,54744,low,low,True,False,is_low,low
21774,54750,medium,medium,False,False,medium,medium
21775,54751,high,low,True,False,medium,low
21776,54754,low,low,True,False,is_low,low
21777,54755,medium,low,True,False,medium,low
21778,54756,low,medium,True,False,is_low,low
21779,54757,high,low,True,False,medium,low
21780,54758,low,low,True,False,is_low,low
21781,54759,low,high,False,False,is_low,medium
21782,54760,low,low,True,False,is_low,low
21783,54761,low,low,True,False,is_low,low
21784,54762,low,low,True,False,is_low,low
21785,54763,low,low,True,False,is_low,low
21786,54770,low,low,True,False,is_low,low
21787,54772,low,low,True,False,is_low,low
21788,54779,low,low,True,False,is_low,low
21789,54780,low,low,True,False,is_low,low
21790,54782,high,low,True,False,medium,low
21791,54783,medium,low,True,False,medium,low
21792,54787,low,low,True,False,is_low,low
21793,54788,low,low,True,False,is_low,low
21794,54789,medium,low,True,False,medium,low
21795,54790,low,low,True,False,is_low,low
21796,54793,medium,low,False,False,medium,low
21797,54795,medium,low,False,False,medium,low
21798,54797,low,low,True,False,is_low,low
21799,54800,low,medium,True,False,is_low,low
21800,54802,low,low,True,False,is_low,low
21801,54805,medium,low,True,False,medium,low
21802,54810,medium,low,True,False,medium,low
21803,54811,high,high,False,False,medium,medium
21804,54819,medium,low,True,False,medium,low
21805,54821,low,medium,True,False,is_low,low
21806,54825,medium,medium,True,False,medium,low
21807,54826,medium,low,True,False,medium,low
21808,54828,low,low,False,False,is_low,medium
21809,54829,medium,high,True,False,medium,low
21810,54830,low,low,True,False,is_low,low
21811,54836,medium,medium,True,False,medium,low
21812,54837,low,low,True,False,is_low,low
21813,54840,high,low,True,False,medium,low
